age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
41,Private,106900,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,42,United-States,>50K
21,Private,118712,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,1504,40,United-States,<=50K
20,Private,88126,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,9,England,<=50K
32,Private,857532,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
17,Private,260797,10th,6,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,23,United-States,<=50K
25,Private,138765,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K
51,State-gov,454063,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
67,Private,180539,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,10,United-States,<=50K
42,Private,397346,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States,<=50K
67,Private,274451,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,<=50K
39,Self-emp-inc,168355,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
44,Self-emp-not-inc,274562,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,14344,0,40,United-States,>50K
43,Local-gov,198096,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K
25,Private,1484705,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,25,United-States,<=50K
19,Self-emp-not-inc,220901,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States,<=50K
20,Private,38620,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
23,Private,208946,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,32,United-States,<=50K
21,Private,131230,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,10,United-States,<=50K
22,Private,351952,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Female,0,0,20,United-States,<=50K
38,Private,184655,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,48,United-States,<=50K
36,Private,321760,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,17,United-States,<=50K
45,Local-gov,185399,Masters,14,Divorced,Prof-specialty,Own-child,White,Female,0,0,55,United-States,<=50K
17,Private,222618,11th,7,Never-married,Sales,Own-child,Black,Female,0,0,30,United-States,<=50K
45,State-gov,213646,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
61,Federal-gov,60641,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K
45,Private,380922,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
22,Private,107882,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
32,Private,29933,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5178,0,40,United-States,>50K
24,Private,424034,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
64,Private,69525,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,20,United-States,<=50K
27,Private,283913,5th-6th,3,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,65,England,<=50K
36,State-gov,147258,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K
27,Private,139903,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,0,0,30,United-States,<=50K
23,Private,256211,Some-college,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,24,Vietnam,<=50K
34,Private,281852,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,80,United-States,<=50K
38,Private,380543,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
50,Self-emp-not-inc,204402,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,>50K
59,Private,140569,Some-college,10,Separated,Sales,Not-in-family,White,Male,14084,0,60,United-States,>50K
39,Private,87556,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,6849,0,40,United-States,<=50K
39,Private,32650,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,<=50K
65,Private,87164,11th,7,Widowed,Sales,Other-relative,White,Female,0,0,20,United-States,<=50K
48,Private,169324,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,32,Haiti,<=50K
46,Private,138370,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,1651,40,China,<=50K
29,Local-gov,383745,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1485,40,United-States,>50K
35,Self-emp-inc,189404,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1740,40,United-States,<=50K
29,Self-emp-not-inc,267661,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
30,Local-gov,182926,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,40,United-States,>50K
65,Private,243858,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K
41,Private,204682,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,2174,0,40,Japan,<=50K
17,Private,73145,9th,5,Never-married,Craft-repair,Own-child,White,Female,0,0,16,United-States,<=50K
39,Self-emp-not-inc,93319,HS-grad,9,Never-married,Sales,Other-relative,White,Female,0,0,4,United-States,<=50K
46,Self-emp-not-inc,220832,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,58,United-States,>50K
22,Private,211361,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,<=50K
37,Self-emp-not-inc,218249,11th,7,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,30,United-States,<=50K
59,Private,70720,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,55,United-States,>50K
19,Self-emp-not-inc,342384,11th,7,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,2129,55,United-States,<=50K
22,Private,359759,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,20,Philippines,<=50K
48,Self-emp-not-inc,181758,Doctorate,16,Never-married,Prof-specialty,Unmarried,White,Female,0,0,60,United-States,>50K
63,Self-emp-inc,267101,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
33,Private,222221,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States,>50K
53,Private,55139,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,10,United-States,<=50K
39,Private,101073,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,<=50K
38,Private,32837,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,56,United-States,<=50K
26,Private,272669,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,20,South,<=50K
60,Self-emp-inc,336188,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,80,United-States,>50K
32,Private,176185,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Male,0,0,60,United-States,<=50K
25,Local-gov,197728,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,20,United-States,<=50K
55,Private,197399,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,United-States,>50K
66,Private,86010,10th,6,Widowed,Transport-moving,Not-in-family,White,Female,0,0,11,United-States,<=50K
58,Self-emp-inc,112945,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,27828,0,40,United-States,>50K
22,Private,129172,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
26,State-gov,180886,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
43,Private,197397,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Other,Female,0,0,6,Puerto-Rico,<=50K
27,Private,179915,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,99,United-States,<=50K
51,Private,339905,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K
43,Self-emp-not-inc,421837,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,Mexico,>50K
36,Private,231948,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,64,United-States,>50K
37,Private,37109,HS-grad,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,60,Philippines,<=50K
80,Private,173488,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
55,Private,147989,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,52,United-States,<=50K
20,Private,289944,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
49,Private,194962,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,6,United-States,<=50K
22,Private,117606,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,<=50K
18,Private,177648,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
38,Private,172571,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,54,United-States,>50K
23,Private,157127,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
44,Private,203761,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,10520,0,40,United-States,>50K
40,Local-gov,188436,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,40,United-States,>50K
43,Private,388849,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States,<=50K
27,Private,267325,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,3464,0,40,United-States,<=50K
41,Private,220460,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K
62,Private,114060,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,91,United-States,<=50K
44,Private,105862,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,70,United-States,>50K
32,Private,402089,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
38,Self-emp-not-inc,114835,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,60,United-States,>50K
33,Private,153151,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,4416,0,40,United-States,<=50K
42,Self-emp-not-inc,101593,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
47,Local-gov,36169,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
30,Self-emp-not-inc,180859,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,8,United-States,<=50K
34,Private,97306,Bachelors,13,Divorced,Craft-repair,Unmarried,White,Female,0,0,25,United-States,<=50K
30,Private,169841,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
46,Self-emp-not-inc,456956,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
72,Private,298070,Assoc-voc,11,Separated,Other-service,Unmarried,White,Female,6723,0,25,United-States,<=50K
44,Private,182629,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,24,Iran,<=50K
51,Private,237630,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,50,United-States,>50K
39,State-gov,42186,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,3464,0,20,United-States,<=50K
45,Private,198759,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
84,Local-gov,135839,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,14,United-States,<=50K
46,Private,194698,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,60,United-States,<=50K
67,Local-gov,342175,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Female,2009,0,40,United-States,<=50K
33,Private,205152,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K
23,Private,434467,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,42,United-States,<=50K
17,Private,99462,11th,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K
31,Private,72630,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,50,United-States,>50K
37,Local-gov,269300,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,27,United-States,<=50K
45,Federal-gov,232997,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,>50K
30,Private,77266,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
49,Private,153536,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,44,United-States,>50K
31,Private,188096,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,72,United-States,>50K
48,Self-emp-inc,369522,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States,>50K
20,Private,110998,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,30,United-States,<=50K
32,Private,205152,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,40,United-States,>50K
19,Private,358631,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,<=50K
49,Private,149949,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1876,40,United-States,<=50K
44,Private,109912,Doctorate,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,32,United-States,>50K
24,Private,199555,Assoc-voc,11,Never-married,Sales,Unmarried,White,Male,0,0,5,United-States,<=50K
56,Private,99359,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,1617,40,United-States,<=50K
20,Private,286391,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,2176,0,20,United-States,<=50K
82,Private,132870,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,4356,18,United-States,<=50K
52,Federal-gov,22428,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,>50K
37,Private,170563,Assoc-voc,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
30,Private,72887,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,3411,0,40,United-States,<=50K
49,Local-gov,163229,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,<=50K
39,Private,139906,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,81,United-States,<=50K
44,Private,755858,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,>50K
39,State-gov,221059,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,Other,Female,7688,0,38,United-States,>50K
48,Private,140782,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,38,United-States,>50K
57,Private,169071,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,28,United-States,<=50K
17,Private,151141,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K
23,Private,200318,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
31,Private,27856,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,8,United-States,<=50K
44,Private,523484,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
39,Federal-gov,257175,Bachelors,13,Divorced,Tech-support,Unmarried,Black,Female,0,625,40,United-States,<=50K
59,Private,174864,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,45,United-States,>50K
56,Private,197114,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,28,United-States,<=50K
58,Self-emp-not-inc,274917,Masters,14,Widowed,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K
23,Private,112683,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K
33,Private,105370,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,70,United-States,<=50K
55,Private,195329,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,2202,0,35,Italy,<=50K
19,Private,189574,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
55,Self-emp-not-inc,141409,10th,6,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,United-States,>50K
36,Self-emp-not-inc,186035,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,>50K
44,Private,230684,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
34,Private,345705,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1408,38,United-States,<=50K
55,Private,436861,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,14084,0,40,United-States,>50K
33,Private,162572,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,>50K
60,Self-emp-inc,376133,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,15024,0,15,United-States,>50K
29,Private,193152,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,1408,40,United-States,<=50K
42,Private,248094,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,43,United-States,<=50K
73,Self-emp-not-inc,300404,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,6,United-States,>50K
32,Self-emp-inc,161153,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1902,55,United-States,>50K
21,Private,654141,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,United-States,<=50K
30,Private,252646,Some-college,10,Separated,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,<=50K
19,Private,219742,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
20,Private,60639,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,28,United-States,<=50K
51,Private,165614,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,>50K
24,Self-emp-not-inc,143062,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
60,Private,142494,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
37,Self-emp-inc,26698,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1485,44,United-States,>50K
29,Private,136077,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
19,Private,184737,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,1721,40,United-States,<=50K
28,Private,214689,Bachelors,13,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,25,United-States,<=50K
43,Private,284403,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,United-States,<=50K
60,Private,223696,1st-4th,2,Divorced,Craft-repair,Not-in-family,Other,Male,0,0,38,Dominican-Republic,<=50K
18,Private,242615,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
36,Private,174938,Bachelors,13,Divorced,Tech-support,Unmarried,White,Male,0,0,20,United-States,<=50K
78,Self-emp-not-inc,59583,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,<=50K
72,Private,157913,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,17,United-States,<=50K
36,Private,201769,11th,7,Never-married,Protective-serv,Not-in-family,Black,Male,13550,0,40,United-States,>50K
48,Private,330470,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States,<=50K
29,Private,330132,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
17,Private,327127,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States,<=50K
33,Private,23871,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
79,Self-emp-inc,309272,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28,Private,469864,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
55,Private,286230,11th,7,Divorced,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
19,Private,86150,11th,7,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,19,Philippines,<=50K
38,Private,297449,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,50,United-States,>50K
35,Private,113481,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
65,Private,204042,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,20,United-States,<=50K
24,Private,43387,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,England,>50K
42,Private,99679,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
43,Federal-gov,19914,Some-college,10,Widowed,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,15,United-States,<=50K
19,Private,224241,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
40,Private,197344,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K
40,Private,173321,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,32,United-States,<=50K
53,Self-emp-not-inc,291755,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,<=50K
58,Private,104945,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,60,United-States,<=50K
51,Private,85423,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
31,Private,214235,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,65,United-States,<=50K
39,Self-emp-not-inc,336793,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
36,Private,184112,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,45,United-States,>50K
18,Private,395026,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
56,Private,121362,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,32,United-States,<=50K
35,Private,187053,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Female,0,0,60,United-States,>50K
23,Private,413345,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K
22,Private,356567,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,60,United-States,<=50K
36,Private,225399,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
28,Private,199998,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
40,Self-emp-not-inc,27242,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,<=50K
51,Private,348099,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,1590,40,United-States,<=50K
34,Private,185041,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,1669,45,United-States,<=50K
52,State-gov,254285,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,70,Germany,>50K
39,Self-emp-inc,336226,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,60,United-States,>50K
25,Private,178843,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K
43,Private,258049,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,53,United-States,>50K
30,Private,167476,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
35,Private,335704,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
36,Self-emp-inc,77146,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States,>50K
25,Private,458549,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,96,Mexico,<=50K
20,Private,195411,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K
62,Private,272209,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,99,United-States,<=50K
19,Private,43937,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,20,United-States,<=50K
31,Self-emp-not-inc,113364,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
64,Self-emp-not-inc,73986,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
28,Local-gov,197932,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
39,Private,322143,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,70,United-States,>50K
46,Self-emp-not-inc,275625,Bachelors,13,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,60,South,>50K
19,Private,206599,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,<=50K
36,Federal-gov,930948,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,6497,0,56,United-States,<=50K
32,Private,163604,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
23,Private,242375,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
31,Private,217803,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50K
31,Self-emp-not-inc,323020,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,<=50K
47,Private,184579,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,<=50K
29,Private,131714,10th,6,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,25,United-States,<=50K
39,Private,174924,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Male,14344,0,40,United-States,>50K
22,Private,147227,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
46,Federal-gov,207022,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K
51,Local-gov,123011,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,35,United-States,>50K
20,Private,184678,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50K
40,Self-emp-inc,182437,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K
40,Private,242619,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,4650,0,40,United-States,<=50K
60,Local-gov,138502,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,48,United-States,>50K
